property_title,location,number_of_rooms,price,size
Wadi Kabir – 1 Room for Rent in Shared Flat – 90 OMR (All Inclusive),"Al Wadi Al Kabir, Muscat•",2,OMR 90,550 SQM
للموظفات غرف للايجار rooms for working ladies,"Al Ghubrah, Muscat•",8,OMR 110,500 SQM
Room For Rent Near Grandmall - Alkhuwair,"Al Khuwair, Muscat•",1,OMR 100,100 SQM
متاح للايجار استديو (غرفه + حمام + مطبخ ) مفروش  في العذيبه قريب المطا,"Azaiba, Muscat•",Studio,OMR 100,180 SQM
غلا قريب هايبر ماركت الكرامة وبنك مسقط,"Ghala, Muscat•",,OMR 185,68 SQM
1BHK Shifa Hospital Luxury Furnished Apartment,"Al Maabilah, Muscat•",2,OMR 190,"10,000 SQM"
غرفه للايجار للموظفات والطالبات في الأنصب  room for rent  for ladies,"Ansab, Muscat•",1,OMR 125,25 SQM
شقه للايجار ف صلاله,"Salalah, Dhofar•",2,OMR 50,120 SQM
غرفة مفروشة مع حمام فقط. بولاية صور 7 ريال يوميا sur,"Sur, Al Sharqiya•",1,OMR 50,"1,111 SQM"
شقة للايجار بولاية صور المرتفع  _  sur almurtafa,"Sur, Al Sharqiya•",3,OMR 180,"1,111 SQM"
فله راقيه في صحلنوت الشماليه للأيجار,"Salalah, Dhofar•",3,OMR 80,400 SQM
منزل للإيجار في صحم أم الجعاريف,"Saham, Al Batinah•",3,OMR 180,186 SQM
Furnished Rooom For Rent,"Ruwi, Muscat•",1,OMR 85,90 SQM
سكنات الطيب للموظفات والطالبات,"Bosher, Muscat•",8,OMR 55,500 SQM
One BEDROOM apartment in muscat (THE CAPITAL),"Al Ghubrah, Muscat•",1,OMR 550,95 SQM
متوفره غرفه مستقله كجزء من شقه مع مطبخ وصاله مشترك,"Al Maabilah, Muscat•",2,OMR 65,400 SQM
Room and bathroom for rent,"Al Amarat, Muscat•",1,OMR 100,25 SQM
Fully furnished studio apartment in an villa close to Azaiba beach.,"Azaiba, Muscat•",1,OMR 300,90 SQM
House shiffting service all Muscat oman and Dubai to oman Muscat,"Salalah, Dhofar•",4,OMR 70,65 SQM
cold store & refrigerator برادات,"Salalah, Dhofar•",,OMR 250,250 SQM
House shiffting service all oman Muscat and Dubai to oman Muscat,"Al Maabilah, Muscat•",2,OMR 70,95 SQM
cold store & refrigerator & برادات,"Salalah, Dhofar•",,OMR 250,250 SQM
show rooms for rent mabella,"Al Maabilah, Muscat•",,OMR 320,700 SQM
شقة للعوايل العامرات المحج ب 130 ريال 4 rent flat,"Al Amarat, Muscat•",2,OMR 130,70 SQM
3 bedroom 2 washroom available,"Salalah, Dhofar•",3,OMR 50,150 SQM
Master Room for Rent in Al Khoudh (Souq),"Al Khoud, Muscat•",1,OMR 130,10 SQM
Master Room for Rent in Al Khoudh (Souq),"Al Khoud, Muscat•",1,OMR 140,10 SQM
"3BKH Semi-furnished First Floor Apt , Mumtaz Area, Ruwi, 92493450","Ruwi, Muscat•",3,OMR 325,175 SQM
شقة راقية للايجار اليومي والاسبوعي,"Salalah, Dhofar•",2,OMR 50,200 SQM
Room for Rent.,"Al Khuwair, Muscat•",1,OMR 120,32 SQM
منزل للإيجار ولاية بركاء(الجحيلة) موقع ممتاز,"Barka, Al Batinah•",2,OMR 155,200 SQM
House shiffting service all Muscat oman and Dubai to oman Muscat,"Al Mawaleh, Muscat•",4,OMR 120,98 SQM
House shiffting service all Muscat oman and Dubai to Muscat oman,"Barka, Al Batinah•",2,OMR 70,65 SQM
room for rent - azaiba,"Azaiba, Muscat•",1,OMR 120,44 SQM
فيلا لإيجار بالموالح الجنوبية,"Al Mawaleh, Muscat•",6,OMR 600,320 SQM
"Attached Room for Rent 45OMR,  contact 94530270","Sur, Al Sharqiya•",1,OMR 45,30 SQM
شقة مفروشة للايجار مسقط المعبيلة الجنوبيه شاكله كهرباء ماء نت,"Al Maabilah, Muscat•",2,OMR 220,120 SQM
1 Bedroom apartment for Rent in Al Mabailah,"Al Maabilah, Muscat•",1,OMR 140,55 SQM
78 sm2 2 Bedroom apartment,"Al Seeb, Muscat•",2,OMR 190,78 SQM
"separate room & bathroom in shrd apartment rent 70 + WiFi, EB and watr","Ghala, Muscat•",1,OMR 70,10 SQM
شقه مفروشه للايجار لمده شهر واحد شامل الفواتير بشارع البركات,"Al Hail, Muscat•",1,OMR 220,110 SQM
Furnished room available for Rent in Wadi Adai,"Muscat - Other, Muscat•",1,OMR 75,100 SQM
Rooms for rent in Al Hail South near highway free WiFi,"Al Hail, Muscat•",1,OMR 78,16 SQM
شقق للايجار سكنى تجارى بموقع ممتاز بشارع المها,"Al Khuwair, Muscat•",2,OMR 230,90 SQM
شقه مفروشه للعائلات فقط للإيجار الشهرى,"Al Khuwair, Muscat•",1,OMR 290,60 SQM
فيلا دورين للإيجار اليومي عشان خريف في صحلنوت الجنوبيه,"Salalah, Dhofar•",6,OMR 75,500 SQM
al hail north,"Al Hail, Muscat•",2,OMR 160,136 SQM
شقه وسويت شاغر من 7/26 الشقه شاغر من 8/6,"Salalah, Dhofar•",2,OMR 25,80 SQM
includes electric bill my whats ap no is 78107721,"Al Hamriyah, Muscat•",1,OMR 25,10 SQM
شقه للايجار ف نزوى قريب السوق,"Nizwa, Al Dakhiliya•",2,OMR 110,80 SQM
Room for rent,"Muscat - Other, Muscat•",1,OMR 55,"3,358 SQM"
سوق السيب,"Al Seeb, Muscat•",2,OMR 200,60 SQM
Bed space,"Ruwi, Muscat•",2,OMR 25,100 SQM
Millennium Studio,"Salalah, Dhofar•",1,OMR 50,32 SQM
منزل الايجار بصحم ديل ال عبدالسلام,"Saham, Al Batinah•",2,OMR 150,90 SQM
House shiffting professional carpenter service,"Ansab, Muscat•",2,OMR 70,68 SQM
استراحة وقاعة للمناسبات والأيجار اليومي,"Bidbid, Al Dakhiliya•",3,OMR 250,440 SQM
stodio flat at alkhwier near sager hospital,"Al Khuwair, Muscat•",1,OMR 135,75 SQM
شقق متوفره في عوقد,"Salalah, Dhofar•",3,OMR 50,10 SQM
3 BHK Flat for Rent in CBD Area RUWI Muscat,"Ruwi, Muscat•",3,OMR 275,150 SQM
Office space for Rent in Al Khuwair,"Al Khuwair, Muscat•",,OMR 550,120 SQM
استراحة في ايتين موقع مميز,"Salalah, Dhofar•",1,OMR 50,200 SQM
موالح جنوبيه,"Al Mawaleh, Muscat•",5,OMR 525,300 SQM
فيلا راقيه للإيجار اليومي مفروشه سوبر لوكس في صلاله,"Salalah, Dhofar•",4,OMR 100,300 SQM
شقق للإيجار,"Salalah, Dhofar•",4,OMR 50,28 SQM
شالية الموالح,"Al Mawaleh, Muscat•",1,OMR 50,200 SQM
بوهيمي شالية,"Al Amarat, Muscat•",2,OMR 50,300 SQM
شقة  للايجار( المعبيله الجنوبيه),"Al Maabilah, Muscat•",3,OMR 150,108 SQM
Villa available opposit of Star Cinema,"Ruwi, Muscat•",6,OMR 400,200 SQM
خريف صلالة٢٠٢٥,"Salalah, Dhofar•",2,OMR 65,130 SQM
You will always get room,"Barka, Al Batinah•",3,OMR 80,50 SQM
شاليه للإيجار اليومي جنوب الباطنه بركاء,"Barka, Al Batinah•",4,OMR 50,315 SQM
Stylish Apartment with Opera & Ocean Views – Available Now in Al Qurum,"Qurum, Muscat•",2,OMR 400,125 SQM
Apartment for rent in Ghala - شقة للإيجار في مرتفعات غلا,"Ghala, Muscat•",1,OMR 240,70 SQM
Spacious commercial villa At Madinat Qaboos,"Madinat As Sultan Qaboos, Muscat•",7,"OMR 1,500",200 SQM
room for rent in Alhail,"Al Hail, Muscat•",1,OMR 130,30 SQM
Room for rent Alkuwair near children's park. Exicutive Batchelder only,"Al Khuwair, Muscat•",1,OMR 120,15 SQM
room for rent in Alhail,"Al Hail, Muscat•",1,OMR 85,25 SQM
2bhk clean and neat flat with wifi free Water and electric is prepaid,"Al Ghubrah, Muscat•",3,OMR 230,"1,000 SQM"
Room for Rent,"Al Mawaleh, Muscat•",1,OMR 95,12 SQM
room for rent for bachelor lady,"Al Ghubrah, Muscat•",3,OMR 110,150 SQM
shop for sale good customer good income any person need  call me,"Al Amarat, Muscat•",,"OMR 2,200",10 SQM
industrial land 2160 sqm in Al Wasit,"Barka, Al Batinah•",,"OMR 2,500","2,160 SQM"
فيلا مستقلة للإيجار اليومي بصحنوت,"Salalah, Dhofar•",4,OMR 70,340 SQM
New Villa for Rent in Barka – North Al-Sumhan,"Barka, Al Batinah•",5,OMR 400,314 SQM
شقة للايجار على شارع 18 نوفمبر,"Al Ghubrah, Muscat•",4,OMR 490,100 SQM
exicutive room for ladies and family,"Ruwi, Muscat•",1,OMR 90,"12,000 SQM"
ارض صناعية بركا السقسوق للإيجار  Industrial open Land for Rent Saqsoq,"Barka, Al Batinah•",,OMR 350,"1,000 SQM"
غرفة في الخوير,"Al Khuwair, Muscat•",1,OMR 85,20 SQM
VILLA FOR RENT JUST 190.000 OMR,"Al Amarat, Muscat•",4,OMR 190,"15,000 SQM"
rooms for rent,"Barka, Al Batinah•",2,OMR 120,500 SQM
shared accommodation in Al khuwair,"Al Khuwair, Muscat•",3,OMR 40,120 SQM
للإيجار فلا في المعبيلة الثامنة,"Al Maabilah, Muscat•",6,OMR 450,330 SQM
Fully furnished studio room for rent al ghubrah naer 18th Nov street,"Azaiba, Muscat•",1,OMR 235,35 SQM
commercial advertisement,"Al Khuwair, Muscat•",,OMR 300,164 SQM
غرفه للايجار في العامرات المنطقه الي خلف شل بجنب الولو,"Al Amarat, Muscat•",1,OMR 70,100 SQM
ارض ركنية سكنية للاستثمار بموقع ممتاز بالسعادة,"Salalah, Dhofar•",,"OMR 2,000","7,500 SQM"
Qurum Park NEARBY LOCATED BABA SALEEM SHAWARMA COFFEE SHOP ROOM FOR RE,"Qurum, Muscat•",1,OMR 79,66 SQM
منزل ٣ غرف ٣حمامات صالة ومطبخ مفروش بالوادي,"Salalah, Dhofar•",3,OMR 35,450 SQM
Furnished 3BHK for daily rent near Al Nahda Tower شقة مفروشة للإيجار ا,"Salalah, Dhofar•",3,OMR 50,150 SQM
3÷1 bedrooms in Al seeb,"Al Seeb, Muscat•",4,OMR 550,250 SQM
industrial land for rent 1500mtr sohar أرض صناعيةزاويةصحارللايجار,"Sohar, Al Batinah•",,OMR 390,"1,500 SQM"
شقه للايجار غرفتين في صحلنوت السعر 25 ريال,"Salalah, Dhofar•",2,"OMR 2,500",90 SQM
شقة للايجار 35 ريال,"Salalah, Dhofar•",3,OMR 50,300 SQM
محل تجاري في الهمبار للايجار,"Sohar, Al Batinah•",,OMR 60,18 SQM
محلات,"Al Maabilah, Muscat•",,OMR 370,800 SQM
1 bed space available in wadi adai big room with attached wahsroom,"Al Hamriyah, Muscat•",1,OMR 25,"1,000 SQM"
Room For Rent,"Al Ghubrah, Muscat•",1,OMR 140,170 SQM
عوقد الشماليه,"Salalah, Dhofar•",3,OMR 50,120 SQM
35 OR شقة للايجار في الدهاريز الجنوبية صلالة,"Salalah, Dhofar•",2,OMR 50,85 SQM
شارع مازون خلف مدرسة الموهبة الخاصة الموالح Al Rayan Chale AL Mawaleh,"Al Mawaleh, Muscat•",1,OMR 50,250 SQM
3bhk flat near badr al sama mabella 91112573,"Al Maabilah, Muscat•",3,OMR 200,100 SQM
شقة فاخرة للايجار مسقط هيلز the pearl muscat,"Muscat Hills, Muscat•",1,OMR 320,73 SQM
ڤلة جديدة للإيجار في الباطنة صحار,"Sohar, Al Batinah•",4,OMR 280,170 SQM
شقة مفروشة للإيجار في صلالة الجديدة,"Salalah, Dhofar•",3,OMR 50,100 SQM
House fully renovated for rent in al Ghubrah South,"Bosher, Muscat•",3,OMR 600,190 SQM
Studio Apartment for Rent in Sandan City - Halban,"Barka, Al Batinah•",Studio,OMR 80,48 SQM
Sharing room near Rusayl garden for South indian Bachelors .,"Al Mawaleh, Muscat•",1,OMR 60,700 SQM
"New villas for rent in Al Khuwairiyah, close to Sohar Port","Sohar, Al Batinah•",3,OMR 230,200 SQM
ONE Room for rent in a nice villa for a SINGLE profesional,"Al Hail, Muscat•",4,OMR 150,300 SQM
"2 & 3 bhk flat for rent in alkhuwair, Qurum","Al Khuwair, Muscat•",2,OMR 270,150 SQM
شقق واسعه في حماسه,"Al Buraimi, Al Buraimi•",2,OMR 70,80 SQM
Office  store & showroom for rent in Alkhuwair & shatil qurum,"Al Khuwair, Muscat•",,OMR 400,200 SQM
شقة مفروشة للإيجار الشهري في السيب,"Al Seeb, Muscat•",1,OMR 90,90 SQM
1bhk full furnished flat for rent,"Bosher, Muscat•",1,OMR 300,65 SQM
شقة عائلية للإيجار,"Salalah, Dhofar•",4,OMR 70,250 SQM
Flat for rent,"Mutrah, Muscat•",1,OMR 110,111 SQM
شقق وفلل للإيجار,"Salalah, Dhofar•",3,OMR 50,200 SQM
Bad space available,"Al Ghubrah, Muscat•",1,OMR 22,200 SQM
شفة مفروشة للإيجار اليومي,"Salalah, Dhofar•",3,OMR 50,200 SQM
Room for rent opposite Al Bandeŕ LULU,"Al Khoud, Muscat•",1,OMR 85,15 SQM
Big Furnished rooms Studio 1BHK flats near Makkah hypkt lulu just120,"Al Ghubrah, Muscat•",1,OMR 120,"5,200 SQM"
"Furnished rooms 120 studio 150 1bhk 180, 200 lulu Makah hypmkt Ghubra","Al Ghubrah, Muscat•",1,OMR 120,"6,000 SQM"
Fully Furnished Apartment with 2-bed space Avilable excutive Bachelors,"Azaiba, Muscat•",2,OMR 65,75 SQM
Fully Furnished Apartment with 2-bed space Avilable excutive Bachelors,"Ghala, Muscat•",3,OMR 65,75 SQM
LAND COMMERCIAL RENT in BARKA,"Barka, Al Batinah•",,"OMR 1,500","30,000 SQM"
مطلوب للشراء بناية عبارة محلات تجارية ومكاتب,"Al Seeb, Muscat•",,"OMR 500,000","100,000 SQM"
شقة للايجار معبيلة جنب دوار الصفاء موقع ممتاز,"Al Maabilah, Muscat•",2,OMR 160,100 SQM
1BHK for Rent in Shaden Alhail شقة غرفة وصالة للإيجار في شدن الحيل,"Al Hail, Muscat•",1,OMR 220,"1,000 SQM"
1BHK Apartment in Shaden Al Hail Complex,"Al Hail, Muscat•",,OMR 200,121 SQM
NICE RESTAURANT FOR RENT. مطعم للتنازل يكافة محتوياته مع السجل التجاري,"Azaiba, Muscat•",,"OMR 7,500",150 SQM
للإيجار: غرف للموظفات فقط,"Al Khoud, Muscat•",3,OMR 120,10 SQM
3 seater Sofa with 2 pilows  for sale immediately 20 OMR last price,"Al Ghubrah, Muscat•",1,OMR 20,10 SQM
room for rent in Maabilah,"Al Maabilah, Muscat•",1,OMR 80,40 SQM
العذيبه الشماليه /مسقط,"Azaiba, Muscat•",3,OMR 390,190 SQM
House shiffting service all Muscat oman and Dubai to oman Muscat,"Al Seeb, Muscat•",2,OMR 75,98 SQM
فيلا للايجار في دارسيت قرب بلدية مسقط vlia,"Darsait, Muscat•",5,OMR 400,315 SQM
Bedroom for Rent- Unfurnished,"Al Khuwair, Muscat•",1,OMR 150,20 SQM
غرف مفروشه واستوديوهات غير مفروشه الموالح الجنوبيه,"Al Seeb, Muscat•",1,OMR 120,30 SQM
فيلا راااااقية  الموقع والخدمات بالسعادة الجنوبية,"Salalah, Dhofar•",5,OMR 90,400 SQM
فيلا روووووعة الموقع والخدمات,"Salalah, Dhofar•",6,OMR 90,400 SQM
الخوير,"Al Khuwair, Muscat•",2,OMR 50,100 SQM
Room for Rent with Shared Gym and Fully Furnished in Ghala,"Ghala, Muscat•",1,OMR 130,25 SQM
in Alkhoud Suq bed space available for rent,"Al Khoud, Muscat•",1,OMR 25,50 SQM
Bed space available for rent,"Al Khoud, Muscat•",1,OMR 25,50 SQM
مطلوب بيت للايجار,"Barka, Al Batinah•",5,OMR 200,300 SQM
شقة للإيجار خريف صلالة,"Salalah, Dhofar•",2,OMR 50,130 SQM
Flat for rent excellent location in Ruwi,"Ruwi, Muscat•",2,OMR 180,110 SQM
single room available in gala near Al karama hyper market,"Bosher, Muscat•",1,OMR 105,50 SQM
Wadi Adair Semi Furnish Room For Single Working Lady,"Ruwi, Muscat•",1,OMR 80,25 SQM
Family room,"Al Hamriyah, Muscat•",1,OMR 90,60 SQM
room available in mwalah shooq,"Al Mawaleh, Muscat•",1,OMR 75,123 SQM
فله للإيجار,"Salalah, Dhofar•",9,OMR 888,660 SQM
Hawana Salalah One Bedroom Apartment For 60 per day,"Taqah, Dhofar•",1,OMR 350,65 SQM
صحلنوت أ فله راقيه  للإيجار خريف صلاله,"Salalah, Dhofar•",5,OMR 140,400 SQM
"For Rent - 2-bedroom duplex home behind Indian School, Al Mabelah.","Al Maabilah, Muscat•",2,OMR 190,150 SQM
bed space 35,"Al Khuwair, Muscat•",1,OMR 35,"35,558 SQM"
Single furnished Room for rent,"Al Khuwair, Muscat•",1,OMR 100,10 SQM
2 BHK Flat For Rent in Qurum-Al Sarooj,"Qurum, Muscat•",2,OMR 400,110 SQM
5 Bedroom with Majlis Commercial Villa for Rent at Shatti AL Qurum,"Qurum, Muscat•",,"OMR 1,300",325 SQM
Room with attached washroom,"Azaiba, Muscat•",1,OMR 60,10 SQM
2 bedroom new Apartment for rent and for sale,"Al Hail, Muscat•",2,OMR 390,100 SQM
ROOMS  FOR RENT  (separate),"Al Khuwair, Muscat•",2,OMR 115,"123,456 SQM"
ملحق الايجار في السيب,"Al Seeb, Muscat•",3,OMR 220,100 SQM
Furnish Room For Single Bachlor Rent 95 Wadi Kabir,"Al Wadi Al Kabir, Muscat•",1,OMR 95,30 SQM
فيلا دورين الدور الارضى لتاجير,"Salalah, Dhofar•",4,OMR 150,300 SQM
Partation room for rent,"Al Khuwair, Muscat•",1,OMR 80,45 SQM
Azaiba villa,"Azaiba, Muscat•",4,OMR 600,500 SQM
sharing room,"Al Wadi Al Kabir, Muscat•",1,OMR 65,250 SQM
جنوب الباطنة . بركاء,"Barka, Al Batinah•",4,OMR 50,200 SQM
Deluxe King Room For Rent,"Al Khoud, Muscat•",1,OMR 16,29 SQM
villa for rent in Mawaleh- Seeb,"Al Mawaleh, Muscat•",5,OMR 550,601 SQM
Economy Room With Twin Beds For Rent,"Al Khoud, Muscat•",1,OMR 13,30 SQM
فيلا للإيجار ف صحلنوت,"Salalah, Dhofar•",7,OMR 200,635 SQM
Room for rent in Al Hail near shell and muscat pharmacy,"Al Hail, Muscat•",1,OMR 100,140 SQM
غرفه مع حمام ولوبي مطل ع البحر,"Ja'alan Bani Bu Ali, Al Sharqiya•",1,OMR 18,40 SQM
غرفة وحمام بالخوير خلف مجمع الياسمين وقريب لندن,"Al Khuwair, Muscat•",1,OMR 130,45 SQM
Room for rent,"Sadab, Muscat•",1,OMR 125,20 SQM
flat for rent in wadi alkabeer,"Al Wadi Al Kabir, Muscat•",2,OMR 170,150 SQM
mob 91230475 Alamerat cheapest shops for rent,"Al Amarat, Muscat•",,OMR 55,18 SQM
غرف وشقق واستديوهات مفروش وبدون فرش بالخوير٣٣خلف مطعم الضيعه اللبنانيه,"Al Khuwair, Muscat•",1,OMR 110,60 SQM
Room for rent opposite Ceasar hotel in al Khuwair,"Al Khuwair, Muscat•",1,OMR 120,10 SQM
Room with attached toilet for rent opposite Ceasar hotel Al Khuwair,"Al Khuwair, Muscat•",1,OMR 160,160 SQM
مكان  قرب الموج الموالح الشماليه,"Al Seeb, Muscat•",1,OMR 180,120 SQM
Room rent mob 99607462 call this no pls,"Ruwi, Muscat•",1,OMR 70,70 SQM
House shiffting service all Muscat oman and Dubai to Muscat Oman,"Darsait, Muscat•",2,OMR 50,68 SQM
bed space available,"Ruwi, Muscat•",1,OMR 30,60 SQM
Shared Accomadation in Ghala Al Nadha Tower,"Ghala, Muscat•",1,OMR 150,10 SQM
محل للايجار بمدينة العرفان,"Muscat Hills, Muscat•",,OMR 500,41 SQM
غـرفـة للايجار في المعبيلة الجنوبية,"Al Seeb, Muscat•",1,OMR 100,20 SQM
Big Size double room  for rent غرفة مزدوجة كبيرة الحجم متاحة للإيجار,"Al Khoud, Muscat•",1,OMR 90,30 SQM
منزل للايجار سيح ظبي ٣,"Al Amarat, Muscat•",2,OMR 140,350 SQM
استديو عائلي في وادي عدي Family studio in wadi adai 60 OMR,"Mutrah, Muscat•",Studio,OMR 60,65 SQM
