property_title,location,number_of_rooms,price,size,property_type,property_type_encoded,location_clean,location_encoded,number_of_rooms_clean,price_clean
فيلا للإيجار بصحلنوت الشمالية,"Salalah, Dhofar•",4,OMR 90,300.0,villa,13,salalah,65,4.0,90.0
غرف جديدة كليا للشباب بسعر مناسب,"Salalah, Dhofar•",1,OMR 10,15.0,room,9,salalah,65,1.0,10.0
monthly basis furnished 2 bhk flat in falaj sohar close to falaj nesto,"Sohar, Al Batinah•",2,OMR 160,50.0,flat,4,sohar,70,2.0,160.0
full building for staff accommodation in falaj sohar close to lulu,"Sohar, Al Batinah•",2,"OMR 2,500",100.0,building,1,sohar,70,2.0,2500.0
khuwair 33 near timor mosque,"Al Khuwair, Muscat•",Studio,OMR 90,40.0,room,9,al khuwair,13,2.0309110629067244,90.0
fully furnished studio flat in falaj sohar close to supermax,"Sohar, Al Batinah•",1,OMR 150,35.0,flat,4,sohar,70,1.0,150.0
budgeted 2 bhk flat in falaj sohar close to football ground,"Sohar, Al Batinah•",2,OMR 100,45.0,flat,4,sohar,70,2.0,100.0
ground floor  villa apt  for rent opposite wave muscat mawaleh,"Al Mawaleh, Muscat•",2,OMR 350,123.0,villa,13,al mawaleh,15,2.0,350.0
"2 bedroom ground floor villa  beach school , mall, mouj in n, mawaleh.","Al Mawaleh, Muscat•",2,OMR 350,121.0,room,9,al mawaleh,15,2.0,350.0
شقه للايجار في مسقط هيلز بتشطيبات راقيه,"Muscat - Other, Muscat•",1,OMR 350,90.0,room,9,muscat,50,1.0,350.0
غرفة مفروشة بمدخل خاص غرفة مستقلة,"Al Amarat, Muscat•",1,OMR 105,20.0,room,9,al amarat,1,1.0,105.0
shared rooms 6 / 8 riyal daily/ monthly / weekly - 72008125,"Al Ghubrah, Muscat•",3,OMR 10,196.0,rooms,10,al ghubrah,7,3.0,10.0
بوشر الشعبيه,"Bosher, Muscat•",1,OMR 100,18.0,room,9,bosher,32,1.0,100.0
room for rent,"Al Maabilah, Muscat•",1,OMR 140,30.0,room,9,al maabilah,14,1.0,140.0
صلالة - عوقد خلف فندق الجبا,"Salalah, Dhofar•",2,OMR 50,100.0,room,9,salalah,65,2.0,50.0
ملحق بفيلا سوق الخوض شارع النماء 125ريال /لتواصل  /72707016,"Al Khoud, Muscat•",1,OMR 125,60.0,villa,13,al khoud,12,1.0,125.0
شقق للايجار بصحار الهمبار apartments for rent in sohar al humbar,"Sohar, Al Batinah•",2,OMR 160,130.0,apartment,0,sohar,70,2.0,160.0
شقق للايجار بصحار مويلح apartments for rent in sohar muwaileh,"Sohar, Al Batinah•",2,OMR 120,100.0,apartment,0,sohar,70,2.0,120.0
ورشة/ مخزن للإيجار في صناعية المصنعة workshop/ store for rent big,"Al Masn'a, Al Batinah•",,OMR 120,100.0,shop,11,alMusanaa,25,3.142857142857143,120.0
فيلا للايجار بصحار مجز الكبري villa for rent in sohar majaz al kubra,"Sohar, Al Batinah•",4,OMR 350,400.0,villa,13,sohar,70,4.0,350.0
شقق للايجار بصحار الغشبه apartments for rent in sohar al ghashba,"Sohar, Al Batinah•",2,OMR 140,10.0,apartment,0,sohar,70,2.0,140.0
غرف للايجار فالخوض,"Al Khoud, Muscat•",1,OMR 80,20.0,room,9,al khoud,12,1.0,80.0
room for rent - mawaleh,"Al Mawaleh, Muscat•",1,OMR 150,30.0,room,9,al mawaleh,15,1.0,150.0
two room flat +two toilets and kitchen in alkoudh market,"Al Khoud, Muscat•",2,OMR 160,75.0,flat,4,al khoud,12,2.0,160.0
furnished room with private washroom and kitchen on 18 november street,"Al Ghubrah, Muscat•",1,OMR 120,10.0,room,9,al ghubrah,7,1.0,120.0
room for rent,"Azaiba, Muscat•",1,OMR 120,45.0,room,9,azaiba,26,1.0,120.0
فله نظيفة جداً مع الإنترنت,"Salalah, Dhofar•",3,OMR 70,300.0,room,9,salalah,65,3.0,70.0
صلالة - السعادة - عوقد,"Salalah, Dhofar•",1,"OMR 3,033",10.0,room,9,salalah,65,1.0,3033.0
محل في سندان,"Nakhl, Al Batinah•",,OMR 44,1.0,shop,11,nakhal,54,3.142857142857143,44.0
شقق للإجار اليومي في قلب صلاله بسعر 18 ريال في اليوم,"Salalah, Dhofar•",1,OMR 90,90.0,apartment,0,salalah,65,1.0,90.0
محلات للايجار - بركاء - منطقة الخويرات,"Barka, Al Batinah•",,OMR 80,30.0,shop,11,barka,28,3.142857142857143,80.0
dental clinic for rent,"Ansab, Muscat•",,OMR 595,150.0,room,9,al ansab,2,2.0309110629067244,595.0
تم التإجير الحمدلله غرفنين  حمام مطبخ already rented,"Bosher, Muscat•",1,OMR 160,80.0,room,9,bosher,32,1.0,160.0
غرف للايجار العذيبه َالغبره والخوير,"Al Ghubrah, Muscat•",1,OMR 110,70.0,room,9,al ghubrah,7,1.0,110.0
العامرات مقابل سوق السادسه,"Al Amarat, Muscat•",4,OMR 300,300.0,room,9,al amarat,1,4.0,300.0
استوديو مفروش للإيجار || studio furnished for rent,"Azaiba, Muscat•",1,OMR 175,30.0,studio,12,azaiba,26,1.0,175.0
furnished flats 1bhk studio single rooms makkah hypermarket ghubra,"Al Ghubrah, Muscat•",2,OMR 120,6.0,flat,4,al ghubrah,7,2.0,120.0
شقة مفروشة للإيجار - غرفتين نوم,"Al Khoud, Muscat•",2,OMR 320,70.0,apartment,0,al khoud,12,2.0,320.0
شاليه للايجار بقمة الفخامه,"Mirbat, Dhofar•",2,OMR 200,1.0,room,9,mirbat,48,2.0,200.0
غرفة أرضية في المعبيلة,"Al Maabilah, Muscat•",1,OMR 90,16.0,room,9,al maabilah,14,1.0,90.0
500 to 2000 sqm warehouse for rent in samail industrial area.,"Sumail, Al Dakhiliya•",,OMR 100,500.0,warehouse,14,sumail,72,6.0,100.0
صلالة  عوقد مربع ج,"Salalah, Dhofar•",4,OMR 50,400.0,room,9,salalah,65,4.0,50.0
( مستودع للإيجار )500 to 4000 sqm warehouse for rent,"Ghala, Muscat•",,OMR 500,500.0,warehouse,14,ghala,34,6.0,500.0
flat for rent near nesto hm falaj alqabail |families only,"Sohar, Al Batinah•",2,OMR 120,102.0,flat,4,sohar,70,2.0,120.0
صلاله الدهاريز,"Salalah, Dhofar•",2,OMR 50,100.0,room,9,salalah,65,2.0,50.0
شقه سكني تجاري للإيجار سوق المركزي التجاري المعبيلة الجنوبية,"Al Maabilah, Muscat•",2,OMR 115,90.0,house,5,al maabilah,14,2.0,115.0
فيله للأيجار اليومي,"Salalah, Dhofar•",4,OMR 65,537.5,room,9,salalah,65,4.0,65.0
"gym facility available for leasing – amv, khazaen economic city","Barka, Al Batinah•",,OMR 18,136.4,other,8,barka,28,2.4285714285714284,18.0
"ground floor villa for rent, amerat,near to all facilities & services","Al Amarat, Muscat•",3,OMR 170,140.0,villa,13,al amarat,1,3.0,170.0
شقق مفروشة - فلل راقية - استراحات عائلية - شقق فندقية,"Salalah, Dhofar•",2,OMR 50,100.0,apartment,0,salalah,65,2.0,50.0
بيت مؤثث جاهز بموقع ممتاز,"Madinat As Sultan Qaboos, Muscat•",3,OMR 250,120.0,house,5,madinat sultan qaboos,44,3.0,250.0
شقه في شاطيء الدهاريز,"Salalah, Dhofar•",2,OMR 50,85.0,room,9,salalah,65,2.0,50.0
الشقه محجوزه إلى 2025/8/6  السويت محجوزه إلى 2025/7/26 شقه وسويت,"Salalah, Dhofar•",2,OMR 50,80.0,room,9,salalah,65,2.0,50.0
room for rent for families,"Salalah, Dhofar•",1,OMR 15,20.0,room,9,salalah,65,1.0,15.0
room for rent in salalah,"Salalah, Dhofar•",1,OMR 10,10.0,room,9,salalah,65,1.0,10.0
شقه صلاله صحلنوت للايجار اليومي {20ريال },"Salalah, Dhofar•",1,OMR 50,10.0,room,9,salalah,65,1.0,50.0
new villa for rent opposite opera house,"Madinat As Sultan Qaboos, Muscat•",4,OMR 690,537.5,villa,13,madinat sultan qaboos,44,4.0,690.0
للإيجار شقة من غرفتين - في منطقة الشرية - صور,"Sur, Al Sharqiya•",2,OMR 100,100.0,apartment,0,sur,73,2.0,100.0
family flat toe rent maabailah hai altacamwn face 9,"Al Maabilah, Muscat•",3,OMR 150,105.0,flat,4,al maabilah,14,3.0,150.0
شقة مفروشه للايجار بالغبره - furnished for rent in al ghubrah,"Al Ghubrah, Muscat•",1,OMR 230,50.0,apartment,0,al ghubrah,7,1.0,230.0
room for rent aalkhoud 6,"Al Khoud, Muscat•",1,OMR 100,20.0,room,9,al khoud,12,1.0,100.0
room for rent,"Al Khoud, Muscat•",1,OMR 90,25.0,room,9,al khoud,12,1.0,90.0
غرفه وشقق للإجار يومي في صلاله الجديدة,"Salalah, Dhofar•",1,OMR 10,537.5,apartment,0,salalah,65,1.0,10.0
bed space,"Al Masn'a, Al Batinah•",1,OMR 10,28.0,commercial,2,alMusanaa,25,1.0,10.0
gulf gateway hostel,"Al Ghubrah, Muscat•",4,OMR 10,160.0,room,9,al ghubrah,7,4.0,10.0
villa for rent 600 omr / month or sale 175k,"Al Maabilah, Muscat•",5,OMR 600,535.0,villa,13,al maabilah,14,5.0,600.0
"prestigious 2bhk fully furnished apartment, terrace,bbq, free internet","Azaiba, Muscat•",2,OMR 560,170.0,apartment,0,azaiba,26,2.0,560.0
شقق وغرف مفروشه  rooms rent,"Al Duqum, Al Wusta•",12,OMR 111,9.0,rooms,10,al duqum,6,6.0,111.0
شقق للإيجار,"Sur, Al Sharqiya•",3,OMR 120,2.0,apartment,0,sur,73,3.0,120.0
movers and packers all muscat oman and dubai to muscat,"Azaiba, Muscat•",2,OMR 65,65.0,room,9,azaiba,26,2.0,65.0
شقة للإيجار,"Saham, Al Batinah•",2,OMR 130,40.0,apartment,0,saham,64,2.0,130.0
غرقة مشتركة للسيدات في الخوض ladies room alkhoud,"Al Khoud, Muscat•",1,OMR 40,50.0,room,9,al khoud,12,1.0,40.0
single room for lady only غرفة منفردة لسيدة فقط,"Al Khoud, Muscat•",1,OMR 85,10.0,room,9,al khoud,12,1.0,85.0
exclusive marina bay home boasting a glamorous rooftop terrace,"Salalah, Dhofar•",2,OMR 195,148.0,house,5,salalah,65,2.0,195.0
furnished room for non-cooking indian bachelor at wadi kabir,"Al Wadi Al Kabir, Muscat•",1,OMR 60,20.0,room,9,al wadi al kabir,24,1.0,60.0
furnished room available for non-cooking  indian exe bachelor,"Al Wadi Al Kabir, Muscat•",1,OMR 60,20.0,room,9,al wadi al kabir,24,1.0,60.0
furnish room atach bath bachlor or husband wife cal 79146789,"Al Wadi Al Kabir, Muscat•",1,OMR 100,28.0,room,9,al wadi al kabir,24,1.0,100.0
"550m2, 787m2 and 1000m2, warehouses for rent ghala","Ghala, Muscat•",,"OMR 1,375",537.5,warehouse,14,ghala,34,6.0,1375.0
brand new 1bhk flat for rent in ghala wa 76324666 lra05,"Ghala, Muscat•",1,OMR 325,90.0,flat,4,ghala,34,1.0,325.0
4bhk compound villa for rent in madinat illam wa76324666 lrv51,"Madinat As Sultan Qaboos, Muscat•",4,OMR 779,400.0,villa,13,madinat sultan qaboos,44,4.0,779.0
6bhk for rent in qurum 29 compound villa lrv53  wa 76324666,"Al Mawaleh, Muscat•",6,OMR 525,450.0,villa,13,al mawaleh,15,6.0,525.0
luxury studio furnished unfurnished in hail north near the village,"Al Hail, Muscat•",Studio,OMR 160,60.0,villa,13,al hail,8,4.5076726342711,160.0
استوديو فاخر مفروش في منتجع هوانا صلالة,"Salalah, Dhofar•",1,OMR 50,60.0,studio,12,salalah,65,1.0,50.0
ladies bed space,"Al Ghubrah, Muscat•",1,OMR 45,300.0,commercial,2,al ghubrah,7,1.0,45.0
furnished 1bhk flat in azaiba near al fair market 250 rials,"Azaiba, Muscat•",1,OMR 250,80.0,flat,4,azaiba,26,1.0,250.0
excellent furnished 2bhk in bosher al maha street,"Bosher, Muscat•",2,OMR 360,120.0,room,9,bosher,32,2.0,360.0
room or bed space available for families and executive batchelors,"Qurum, Muscat•",4,OMR 120,100.0,room,9,qurum,58,4.0,120.0
new executive bed space available for rent,"Al Khuwair, Muscat•",3,OMR 50,399.0,commercial,2,al khuwair,13,3.0,50.0
awesome 2bhk furniture apartment at al mabilahشقة مفروشةو مؤثثة . ا,"Al Maabilah, Muscat•",2,OMR 180,100.0,apartment,0,al maabilah,14,2.0,180.0
shop for rent mabela behind nesto,"Al Maabilah, Muscat•",,OMR 200,35.0,shop,11,al maabilah,14,3.142857142857143,200.0
مزرعة الوادي للإيجار,"Qurayyat, Muscat•",4,OMR 50,50.0,room,9,qurayyat,57,4.0,50.0
شقة بنتهاوس,"Al Amarat, Muscat•",1,OMR 100,108.0,apartment,0,al amarat,1,1.0,100.0
1bhk full furnished,"Bosher, Muscat•",1,OMR 300,65.0,room,9,bosher,32,1.0,300.0
1bhk furnished flat for rent,"Bosher, Muscat•",1,OMR 300,63.0,flat,4,bosher,32,1.0,300.0
single room available for men or women in al khuwair,"Al Khuwair, Muscat•",1,OMR 75,25.0,room,9,al khuwair,13,1.0,75.0
شقق وغرف فاخرة للايجار اليومي,"Salalah, Dhofar•",2,OMR 50,100.0,apartment,0,salalah,65,2.0,50.0
عرض خاص شهر 7 ب 55 ريال فقط,"Salalah, Dhofar•",5,OMR 55,27.0,room,9,salalah,65,5.0,55.0
أستراحه النور للمناسبات و التجمعات,"Manah, Al Dakhiliya•",2,OMR 50,1.0,room,9,manah,46,2.0,50.0
bed space for educated bachelors (philippines prefer),"Al Khuwair, Muscat•",2,OMR 10,100.0,commercial,2,al khuwair,13,2.0,10.0
شقق وغرف للإيجار اليومي للتواصل 95598555,"Salalah, Dhofar•",2,OMR 50,100.0,apartment,0,salalah,65,2.0,50.0
شقق وغرف للإيجار اليومي مفروشه  للتواصل 95598555,"Salalah, Dhofar•",2,OMR 50,100.0,apartment,0,salalah,65,2.0,50.0
room for rent,"Azaiba, Muscat•",1,OMR 50,300.0,room,9,azaiba,26,1.0,50.0
bed space only women,"Al Ghubrah, Muscat•",1,OMR 45,100.0,commercial,2,al ghubrah,7,1.0,45.0
flat for rent in sada in salalah,"Salalah, Dhofar•",2,OMR 60,256.0,flat,4,salalah,65,2.0,60.0
lavish 2bhk flat for rent in al khoud souq,"Al Khoud, Muscat•",2,OMR 350,95.0,flat,4,al khoud,12,2.0,350.0
room available for rent 70 omr,"Al Hail, Muscat•",1,OMR 70,70.0,room,9,al hail,8,1.0,70.0
single room with attached bathroom,"Mutrah, Muscat•",1,OMR 75,1.0,room,9,mutrah,53,1.0,75.0
single room with attached toilet for rent,"Mutrah, Muscat•",1,OMR 75,111.0,room,9,mutrah,53,1.0,75.0
"sharing flat , fully furnished 1 bhk","Al Khuwair, Muscat•",1,OMR 90,60.0,flat,4,al khuwair,13,1.0,90.0
furnish room for single bachlor cal 79146789,"Al Wadi Al Kabir, Muscat•",1,OMR 100,30.0,room,9,al wadi al kabir,24,1.0,100.0
"rooms, apartments, villas and townhouses available for rent in muscat","Azaiba, Muscat•",2,OMR 50,1.0,apartment,0,azaiba,26,2.0,50.0
شقة للايجار في صلالة في السعادة الشمالية,"Salalah, Dhofar•",2,OMR 140,140.0,apartment,0,salalah,65,2.0,140.0
شقه في صلاله,"Salalah, Dhofar•",2,OMR 80,120.0,room,9,salalah,65,2.0,80.0
room in a villa for rent,"Al Wadi Al Kabir, Muscat•",1,OMR 95,25.0,room,9,al wadi al kabir,24,1.0,95.0
الغبره الشمالية,"Al Ghubrah, Muscat•",1,OMR 115,90.0,room,9,al ghubrah,7,1.0,115.0
الموالح الشماليه شارع الموج جنب مركز البهجه,"The Wave (Almouj), Muscat•",1,OMR 12,10.0,room,9,the wave,76,1.0,12.0
شقه مفروشه للإيجار,"Salalah, Dhofar•",4,OMR 50,537.5,room,9,salalah,65,4.0,50.0
المزيونه,"Al Mazyona, Dhofar•",,OMR 800,1.0,room,9,al mazyona,16,2.0309110629067244,800.0
يوجد لدينا شقق وفلل للايجار,"Salalah, Dhofar•",2,OMR 50,537.5,apartment,0,salalah,65,2.0,50.0
شقه للإيجار في صحنوت,"Salalah, Dhofar•",2,"OMR 1,000",400.0,room,9,salalah,65,2.0,1000.0
استراحة الفردوس للايجار شاليهات مزرعه,"Sumail, Al Dakhiliya•",2,OMR 50,200.0,villa,13,sumail,72,2.0,50.0
apartment for rent,"Sohar, Al Batinah•",2,OMR 200,500.0,apartment,0,sohar,70,2.0,200.0
room for rent,"Al Hail, Muscat•",1,OMR 90,123.0,room,9,al hail,8,1.0,90.0
شاليه أنطاليا صلاله,"Salalah, Dhofar•",5,OMR 85,537.5,room,9,salalah,65,5.0,85.0
furnished single rooms available for couples or working ladies at ruwi,"Ruwi, Muscat•",1,OMR 100,80.0,rooms,10,ruwi,61,1.0,100.0
شقة مفروشة نظيفة,"Salalah, Dhofar•",2,OMR 50,90.0,apartment,0,salalah,65,2.0,50.0
مكتب بموقع مميز على الشارع السريع في بوشر للإيجار,"Bosher, Muscat•",,OMR 550,105.0,commercial,2,bosher,32,1.7682119205298013,550.0
شقة نظيفة للإيجار في الموالح الجنوبية,"Al Mawaleh, Muscat•",2,OMR 220,100.0,apartment,0,al mawaleh,15,2.0,220.0
استوديو حديث في الخوير الجنوبيه للايجار الشهري,"Al Khuwair, Muscat•",1,OMR 170,150.0,studio,12,al khuwair,13,1.0,170.0
arabianseavillabuilding daily rent,"Salalah, Dhofar•",2,OMR 50,120.4,villa,13,salalah,65,2.0,50.0
arabianseavillabuilding(apartments for daily rent,"Salalah, Dhofar•",2,OMR 50,110.0,apartment,0,salalah,65,2.0,50.0
فيلا فاخرة للايجار في صلالة,"Salalah, Dhofar•",6,OMR 150,500.0,villa,13,salalah,65,6.0,150.0
nice house in qurum 29 near philpno school,"Qurum, Muscat•",4,OMR 555,300.0,room,9,qurum,58,4.0,555.0
غرفة وحمام نظيفة صحنوت 91485635 ب 20,"Salalah, Dhofar•",1,OMR 100,10.0,room,9,salalah,65,1.0,100.0
house shiffting service all muscat oman and dubai to muscat oman and,"Bosher, Muscat•",2,OMR 70,65.0,room,9,bosher,32,2.0,70.0
شقة مفروشة للايجار في صلالة,"Salalah, Dhofar•",2,OMR 180,110.0,apartment,0,salalah,65,2.0,180.0
room vacant available,"Al Khuwair, Muscat•",1,OMR 130,130.0,room,9,al khuwair,13,1.0,130.0
falat available for rent in shaleem,"Shalim and The Hallaniyat Island, Dhofar•",2,OMR 130,200.0,room,9,shalim and the hallaniyat islands,67,2.0,130.0
شقة للايجار الخوض السادسه الايجار 160 ريال شهري للتواصل وتساب,"Al Khoud, Muscat•",3,OMR 160,125.0,apartment,0,al khoud,12,3.0,160.0
استوديو  للعوايل  بالمعبيله قريب نستو سكن جديد اول ساكن شامل كل شي,"Al Maabilah, Muscat•",1,OMR 130,50.0,studio,12,al maabilah,14,1.0,130.0
hotel for leasesd,"Al Khuwair, Muscat•",,"OMR 10,000",4.0,room,9,al khuwair,13,2.0309110629067244,10000.0
monthly furnished room in muscat in al maabilah,"Al Maabilah, Muscat•",1,OMR 115,25.0,room,9,al maabilah,14,1.0,115.0
شقة للايجار ب٢٠ ريال,"Salalah, Dhofar•",3,OMR 50,300.0,apartment,0,salalah,65,3.0,50.0
مخازن وسكن عمال للايجار,"Al Rusayl, Muscat•",,OMR 50,2.0,house,5,al rusayl,20,3.2545454545454544,50.0
3 bedrooms townhouse at marmara al mouj,"The Wave (Almouj), Muscat•",3,"OMR 1,100",356.0,rooms,10,the wave,76,3.0,1100.0
room for rent for beculars (bedspace),"Al Khuwair, Muscat•",1,OMR 30,10.0,room,9,al khuwair,13,1.0,30.0
شقة فاخرة للإيجار مؤثثة بالكامل مع إنترنت,"Al Ghubrah, Muscat•",1,OMR 475,73.0,apartment,0,al ghubrah,7,1.0,475.0
female single room,"Azaiba, Muscat•",1,OMR 100,10.0,room,9,azaiba,26,1.0,100.0
3bhk villa in a secured family compound with gym and pool,"Qurum, Muscat•",3,OMR 700,179.0,villa,13,qurum,58,3.0,700.0
furnished 3bhk in boulevard mall bldg -  bareeq al shatti,"Qurum, Muscat•",3,OMR 600,150.0,room,9,qurum,58,3.0,600.0
family apartment for rent in darsait – aint – muttrah,"Darsait, Muscat•",4,OMR 170,150.0,apartment,0,darsait,33,4.0,170.0
new vip studios and apartments for rent,"Al Hail, Muscat•",2,OMR 250,60.0,apartment,0,al hail,8,2.0,250.0
need room met no cooking female,"Ruwi, Muscat•",2,OMR 60,1.0,room,9,ruwi,61,2.0,60.0
alamiri chalet for daily rent at hey asem / barka,"Barka, Al Batinah•",2,OMR 50,140.0,room,9,barka,28,2.0,50.0
bedspace only for girls,"Al Khuwair, Muscat•",1,OMR 55,144.0,commercial,2,al khuwair,13,1.0,55.0
2 bhk for rent in the cbd area ruwi,"Ruwi, Muscat•",2,OMR 200,125.0,room,9,ruwi,61,2.0,200.0
غرف للايجار ف الوادي الكبير للشباب,"Al Wadi Al Kabir, Muscat•",1,OMR 70,16.0,room,9,al wadi al kabir,24,1.0,70.0
2 bhk flat for rent,"Al Maabilah, Muscat•",2,OMR 165,150.0,flat,4,al maabilah,14,2.0,165.0
شقه يوميه للايجار 25 ريال,"Salalah, Dhofar•",2,"OMR 3,000",14.0,room,9,salalah,65,2.0,3000.0
شقة للايجار بوشر,"Bosher, Muscat•",2,OMR 350,90.0,apartment,0,bosher,32,2.0,350.0
معرض للايجار سوق الخوض,"Al Maabilah, Muscat•",,"OMR 1,600",360.0,commercial,2,al maabilah,14,1.7682119205298013,1600.0
furnished big room,"Al Khuwair, Muscat•",1,OMR 125,1.0,room,9,al khuwair,13,1.0,125.0
مكاتب او شقق للايجار,"Sohar, Al Batinah•",2,OMR 120,20.0,apartment,0,sohar,70,2.0,120.0
غرفة في صلالة (الدهاريز الشماليه),"Salalah, Dhofar•",1,OMR 20,80.0,room,9,salalah,65,1.0,20.0
modern duplex apartment in azaiba | spacious 2br | prime location!,"Azaiba, Muscat•",2,OMR 400,117.0,apartment,0,azaiba,26,2.0,400.0
fully furnished studio room with shared kitchen for executives,"Al Khuwair, Muscat•",1,OMR 160,40.0,room,9,al khuwair,13,1.0,160.0
modern furnished pool view,"Muscat Hills, Muscat•",1,OMR 420,75.0,other,8,muscat hills,52,1.0,420.0
1bhk flat in ruwi (behind nahda hospital),"Ruwi, Muscat•",1,OMR 130,537.5,flat,4,ruwi,61,1.0,130.0
store-for-rent muttrah cornish area behind national bank oman,"Mutrah, Muscat•",,OMR 250,110.0,commercial,2,mutrah,53,1.7682119205298013,250.0
صلاله,"Salalah, Dhofar•",,OMR 90,360.0,room,9,salalah,65,2.0309110629067244,90.0
شقة للايجار 425 ريال شهرياً إيجار سنوي مسقط هيلز,"Muscat Hills, Muscat•",2,OMR 425,150.0,apartment,0,muscat hills,52,2.0,425.0
بيزمنت مخزن للايجار في المعبيلة السابعة بجوار نستو بلاد مول,"Al Maabilah, Muscat•",,OMR 320,200.0,warehouse,14,al maabilah,14,6.0,320.0
غرفة للإيجار نظيفة جداً صحنوت واتسس 91485635,"Salalah, Dhofar•",1,OMR 20,10.0,room,9,salalah,65,1.0,20.0
فله في صحلنوت للإيجار,"Salalah, Dhofar•",3,OMR 50,400.0,room,9,salalah,65,3.0,50.0
flat for rent in al hamriya 1 bedroom hall and kitchen 1bhk,"Al Hamriyah, Muscat•",1,OMR 130,80.0,flat,4,al hamriyah,9,1.0,130.0
full furnished 2 bhk apartment rent with wifi from august- wadi kabir,"Al Wadi Al Kabir, Muscat•",2,OMR 180,150.0,apartment,0,al wadi al kabir,24,2.0,180.0
furnished big room,"Al Khuwair, Muscat•",1,OMR 125,1.0,room,9,al khuwair,13,1.0,125.0
furnished room in executive apartment near al karama  al khuwair,"Al Khuwair, Muscat•",1,OMR 125,30.0,apartment,0,al khuwair,13,1.0,125.0
انا المالك شقة للإيجار مفروشة ومجهزة ونظيفة في بوشر,"Bosher, Muscat•",1,OMR 200,50.0,apartment,0,bosher,32,1.0,200.0
room with attach bath,"Sohar, Al Batinah•",1,OMR 80,1.0,room,9,sohar,70,1.0,80.0
شقه مكونه من غرفتين وصاله ومطبخ وحمامين يشمل التوصيل من والى المطار,"Salalah, Dhofar•",2,OMR 50,400.0,room,9,salalah,65,2.0,50.0
room for rent salalah,"Salalah, Dhofar•",1,OMR 15,100.0,room,9,salalah,65,1.0,15.0
صالة مكيّفة للايجار,"Al Maabilah, Muscat•",,"OMR 2,000",320.0,room,9,al maabilah,14,2.0309110629067244,2000.0
شقة سوبر ديلوكس ، مكان حيوي وجميل,"Al Seeb, Muscat•",2,OMR 175,82.0,apartment,0,seeb,66,2.0,175.0
٣محلات مفتوحه مع بعض للايجار في سوق الذهب الهمبار صحار,"Sohar, Al Batinah•",,"OMR 1,800",170.0,shop,11,sohar,70,3.142857142857143,1800.0
غله للايجار اليومي في صحلنوت,"Salalah, Dhofar•",5,OMR 60,200.0,room,9,salalah,65,5.0,60.0
شاليه الخيال,"Al Mudaibi, Al Sharqiya•",2,OMR 50,537.5,room,9,al mudaibi,18,2.0,50.0
open yard for rent near sohar port (storage facilities also available),"Sohar, Al Batinah•",,"OMR 1,600",10.0,industrial,6,sohar,70,1.0,1600.0
omr 350/= furnished 1bhk hills avenue building,"Muscat Hills, Muscat•",1,OMR 350,80.0,building,1,muscat hills,52,1.0,350.0
rooms for rent,"Al Maabilah, Muscat•",2,OMR 10,18.0,rooms,10,al maabilah,14,2.0,10.0
شقة راقية مؤثثة للإيجار في الخوير,"Al Khuwair, Muscat•",1,OMR 400,100.0,apartment,0,al khuwair,13,1.0,400.0
room for rent,"Ruwi, Muscat•",1,OMR 70,33.0,room,9,ruwi,61,1.0,70.0
المعبيله سكن مشترك فتاه عربيه شقه,"Al Maabilah, Muscat•",2,OMR 100,1.0,house,5,al maabilah,14,2.0,100.0
room with attach bath,"Azaiba, Muscat•",1,OMR 125,100.0,room,9,azaiba,26,1.0,125.0
the eighth ma'abila,"Al Maabilah, Muscat•",1,OMR 80,20.0,room,9,al maabilah,14,1.0,80.0
فلة نظيفة مؤثثة في صحلنوت,"Salalah, Dhofar•",5,OMR 70,300.0,room,9,salalah,65,5.0,70.0
امتداد عوقد,"Salalah, Dhofar•",4,"OMR 1,000",300.0,room,9,salalah,65,4.0,1000.0
full furnished room for rent.,"Al Khuwair, Muscat•",1,OMR 120,14.0,room,9,al khuwair,13,1.0,120.0
full furnished flat for an executive person available. 99021330,"Mutrah, Muscat•",2,OMR 55,15.0,flat,4,mutrah,53,2.0,55.0
bedroom,"Bosher, Muscat•",1,OMR 100,30.0,room,9,bosher,32,1.0,100.0
room for rent only female or family allow,"Al Khoud, Muscat•",1,OMR 99,20.0,room,9,al khoud,12,1.0,99.0
room for rent only female or family,"Al Khoud, Muscat•",1,OMR 99,20.0,room,9,al khoud,12,1.0,99.0
car auto electrician,"Al Maabilah, Muscat•",,"OMR 1,700",120.0,room,9,al maabilah,14,2.0309110629067244,1700.0
movers and packers all muscat oman and dubai to muscat oman,"Qurum, Muscat•",2,OMR 50,99.0,room,9,qurum,58,2.0,50.0
room for rent sharing bathroom  all in for only filipino,"Qurum, Muscat•",1,OMR 80,42.0,room,9,qurum,58,1.0,80.0
غرفة للموظفات,"Bosher, Muscat•",1,OMR 100,11.0,room,9,bosher,32,1.0,100.0
للايجار بناية تجارية جديدة ع الشارع العام ف المعبيلة الجنوبية مسقط مول,"Al Maabilah, Muscat•",,OMR 200,537.5,room,9,al maabilah,14,2.0309110629067244,200.0
big room 120,"Al Ghubrah, Muscat•",2,OMR 120,36.0,room,9,al ghubrah,7,2.0,120.0
شقة جديدة للايجار في المعبيلة الجنوبية جنب ميجا مول,"Al Maabilah, Muscat•",3,OMR 140,100.0,apartment,0,al maabilah,14,3.0,140.0
اجار شقه,"Salalah, Dhofar•",2,OMR 55,8.0,room,9,salalah,65,2.0,55.0
